CNES;Estabelecimento de Saúde;Total de doses Aplicadas Bivalentes
2206269; CENTRO DE SAUDE DE MANTENA;1326
2306204; UNIDADE BASICA DE SAUDE WOLFGANG WEEGE;1326
163724; UBS CAIS SAO CRISTOVAO PMPF;1326
2040913; CENTRO DE SAUDE II DE CRAVINHOS;1325
3285294; SESAU USF SEBASTIAO LUIZ NOGUEIRA LOS ANGELES;1325
454826; PMM U B S BR 210;1324
2307049; HOSPITAL MUNICIPAL SANTO ANTONIO;1324
6568939; UNIDADE BASICA DE SAUDE CONGONHAS DO NORTE;1324
6580866; ESF PEQUENO CORACAO;1324
2046431; NUCLEO DO PROGRAMA DE SAUDE DA FAMILIA SANTA TEREZA;1324
2754363; NIS II MARILENA;1324
2372053; USF SENADOR FERNANDES TAVORA;1323
9147179; POSTO DE SAUDE DA FAMILIA I;1323
2026430; UNIDADE BASICA DE SAUDE III;1323
2422174; CLINICA DE SAUDE DA FAMILIA SAGRADA FAMILIA;1321
7406207; CDP AMERICANA;1321
2053039; USF POTUVERA;1321
2033283; UNIDADE BASICA DE SAUDE TANCREDO NEVES SAO VICENTE;1321
24422; SESAU USF DR ALBINO COIMBRA SANTA CARMELIA;1321
2719452; CENTRO DE SAUDE DE CAMPO GRANDE;1320
2598000; USF ERASMO MENEZES SERAFIM ARGEMIRO;1320
2038889; UNIDADE BASICA DE SAUDE II DE TARABAI;1320
9513108; CLINICA DA FAMILIA DE JACUECANGA;1318
6156827; CLINICA DA FAMILIA DR MARCO POLO DE GOUVEIA PEREIRA AMBAI;1318
14958; CENTRO DE SAUDE SAO DOMINGOS;1318
7843747; CENTRO DE SAUDE CESAR AUGUSTO;1318
2305445; US BOM PASTOR;1318
2212862; UBS DE CACHOEIRA DE MINAS;1317
2190710; UNIDADE BASICA DE SAUDE NOVA CONTAGEM II;1317
2748142; USF SANTA TEREZA;1317
18376; U S OSMAR PAMPLONA CENTRAL;1317
2506718; USF GOIANIA VIVA;1317
2439905; USF VILA ZEQUINHA EQUIPE 07 E 07B;1317
5441072; UNIDADE DE SAUDE DA FAMILIA MARIA DAS GRACAS VIANA SILVA;1316
3465721; UBS SALESIANOS;1316
2424266; CSF TAPERUABA;1316
2372126; USF SWELL ANGELIN CAVALCANTE ALVES;1315
4047230; PENITENCIARIA DE ASSIS;1315
2036851; UNIDADE BASICA DE SAUDE DA FAMILIA ITAOCA;1315
2503697; UBS ENFERMEIRA CONCHITA ESCOSSIA CIARLINE;1313
2409216; USF SANTAREM;1313
2477262; CLINICA SAUDE DA FAMILIA MARILZA FRANCO;1313
2757117; UNIDADE DE SAUDE DA FAMILIA SANTA RITA;1313
2464748; CENTRO DE SAUDE JOSE ARAUJO;1312
2561905; CENTRO DE SAUDE IRACEMA BRAGA SANDERS;1312
9085777; UNIDADE JOSE MIGUEL NUNES JUCA ROSA;1311
2093650; UNIDADE BASICA DE SAUDE DR BARTOLOMEU MARAGLIANO VENERE;1311
2594013; UBS MORUMBI III;1311
7751494; UBS LEALDADE E AMIZADE;1310
2532344; UNIDADE DE SAUDE DA FAMILIA DE MAR GRANDE;1309
7120915; UBS CIDADE DO SOL;1309
2084961; UMSF VILA ZEZE;1309
2375923; UNIDADE BASICA SAUDE;1309
2334402; UNIDADE MISTA DE SAUDE DE BONFINOPOLIS;1309
2354373; POSTO DO PSF SANTA LUZIA;1308
2200236; ESF JARDIM PEROLA I II III E IV;1308
24716; UBSF SIDERLANDIA JOSE DOMINGOS MACEDO;1308
8931; UBS JARDIM ITAPOAN ANA MARIA;1308
2471744; SECRETARIA MUNICIPAL DE SAUDE E VIGILANCIA EM SAUDE;1308
2337363; UNIDADE MUNICIPAL DE SAUDE DA CABANAGEM;1307
2460955; CENTRO DE SAUDE DE RIACHAO;1307
2126192; UBS ICAIVERA;1307
2142244; UNIDADE BASICA DE SAUDE CUSTODIO TAVARES DE REZENDE;1307
2763893; SABARA CENTRO DE SAUDE KM 14;1307
9779515; UBSF MONTE HEBRON;1307
4044630; UNIDADE SANITARIA DE JOAO NEIVA;1307
2412535; UNIDADE DE SAUDE DA FAMILIA SEDE;1306
5088178; PSF ADEMILTON MATIAS ROCHA;1305
2141183; PSF ISIDORO CANDIDO FERREIRA;1305
7344473; CENTRO MUNICIPAL DA SAUDE;1305
2469855; UNIDADE DE SAUDE DA FAMILIA ROMAO;1304
2212137; UBS JOAQUIM MENDES JUNHO NATERCIA;1304
2023660; POSTO COMUNITARIO ANDORINHAS;1304
3138038; UBS DR NILTON NICOLAU NAUFAL REBOUCAS;1304
2735571; UBS RAMON MAXIMO SCHULZ SETOR IV;1304
9362665; UNIDADE BASICA DE SAUDE DA FAMILIA DO BALNEARIO PAESE;1304
5050359; UBS 8 VALE DO AMANHECER PLANALTINA;1304
2341816; UBSF LINA MARIA DE JESUS;1303
2193175; UNIDADE DE SAUDE DO VALE DO SOL;1303
7468466; UNIDADE BASICA DE SAUDE ITARARE;1303
2793210; UNIDADE BASICA DE SAUDE DR GIOVANI V PANASSOLO;1303
4005430; UNIDADE DE SAUDE DA FAMILIA ARUMANDUBA;1302
2405059; UBS GOV DIRCEU ARCOVERDE;1302
2776316; UBS VILA RUBENS ITAJUBA;1302
2119730; UNIDADE BASICA DE SAUDE ESF SAUDE PARA TODOS;1302
2082276; CASAS ANDRE LUIZ GUARULHOS;1302
7889100; UNIDADE DE SAUDE DA FAMILIA SALVADOR RIBEIRO LEITE;1302
2097710; UBS IMPERIAL;1302
2421232; CLINICA DE SAUDE DA FAMILIA MARIETA ROSA DA SILVA;1301
3706494; UBS JARDIM ALESSANDRA;1301
9655093; UBS GORGONIO ALVES FORTES;1301
2653265; U S F CENTRO I JOSEFINA DA SILVA CERQUEIRA;1300
2246147; ESF SAO JOSE PMPF;1300
2016222; UNIDADE BASICA PONCE DE LEAO;1299
2341859; ESF SANTA CRUZ EQUIPE I;1299
2088282; AMBULATORIO JARDIM PRAIA GRANDE MONGAGUA;1299
5305918; CONSULTORIO MUNICIPAL DR GUMERCINDO HERNANDES MORALES;1299
2818736; UBSF MARLUZ RIO GRANDE;1299
2426110; UBS LIMOEIRO;1298
7574711; CENTRAL MUNICIPAL DE REDE DE FRIO DE PORTO SEGURO;1297
9140263; SABARA UNIDADE BASICA DE SAUDE CAMPO SANTO ANTONIO;1297
2285622; POLICLINICA DR AUGUSTO LEMGRUBER;1297
2486431; USF SOLANGE HORTELIO FRANCO CSU;1296
2278448; UNIDADE DE SAUDE DA FAMILIA DE ANDORINHAS;1296
14036; US BOA VISTA;1296
5086582; UNIDADE DE SAUDE RECANTO DA LAGOA;1295
2169770; UNIDADE SAUDE FAMILIA SAO VICENTE;1295
2666618; NIS II;1295
2511525; UBSF AVENTUREIRO II;1295
2373319; UBASF JOAO BRUNO MOURA;1294
2408333; USF BELA VISTA;1294
2053632; UBS CARLINA;1294
2667584; ESF PINHEIRINHO;1294
2330024; CENTRO DE SAUDE DE MAPIRI LIBERDADE;1293
2424274; CSF ALTO DA BRASILIA;1293
2473224; UBS EMAUS II PARQUE INDUSTRIAL DR VULPIANO CAVALCANTE;1293
2431165; SECRETARIA MUNICIPAL DE SAUDE DE PAUDALHO;1293
2221705; UBS MARUMBI PSF;1293
2074753; CMSC JD PAULISTANO DR GENARO GRANATA DE ARARAQUARA;1293
2096692; UNIDADE DE SAUDE DA FAMILIA JARDIM CACULA;1293
9245; UBS LIMOEIRO;1293
2424401; CSF SINHA SABOIA;1292
2380854; CENTRO DE SAUDE ANTONIO EMIDIO DE SOUZA;1292
2341220; UBSF DR JOSE AUGUSTO AMORIM;1292
3419371; UBS ROSA MIGUEL SALOMAO BANDEIRINHAS;1292
2050153; UNIDADE BASICA DE SAUDE AGUAS STA BARBARA;1292
6831; UBS MANOEL VITORINO;1291
2290316; UNIDADE DE SAUDE DA FAMILIA VER EUGENIO MARINS COUTINHO;1291
6620817; FUNDO PENITENCIARIO DO ESTADO DE SANTA CATARINA;1291
7311524; USF JOAO FALCAO DE ALBUQUERQUE BRASILEIRO;1290
2711532; CENTRO DE SAUDE DE RIBEIRAO;1289
411582; USF KM 17;1289
2547546; UNIDADE BASICA DE SAUDE DA FAMILIA DO PARAISO;1288
7643780; ESF SANTA VIRGINIA TAQUARITUBA;1288
7360983; UNIDADE BASICA DE SAUDE SANTA RITA;1288
9670696; UBSF DE MAUES;1287
2592096; ESF I YAIA QUEIROGA;1287
6636373; USF BURI SATUBA I;1287
2198088; UNIDADE BASICA DE SAUDE DR ANTONIO SANTOS CORAGEM;1287
2202506; UAPS DE JECEABA PSF;1287
2322528; UBSF ENF MARIA DO CARMO RAMOS ESF IV;1286
2769921; UNIDADE BASICA DE SAUDE DE JACUPEMBA;1286
3057399; USAFA GUARAMAR;1286
2578875; UBS LINDOIA IRMA MARIA OSWALDA KNEER;1286
9079084; VIGILANCIA EPIDEMIOLOGICA DE TANGARA DA SERRA;1286
2530201; AMBULATORIO MUNICIPAL PRESIDENTE MEDICI;1285
2409909; CENTRO DE SAUDE DE JARDIM DE PIRANHAS;1285
2388499; UNIDADE DE SAUDE DA FAMILIA DE SANTA RITA;1285
2031701; CENTRO DE SAUDE III SAO BENTO DR VITOR MONTEIRO;1285
6821782; UNIDADE BASICA DE SAUDE RESIDENCIAL ANHAMBI;1284
3007979; PENITENCIARIA III DE HORTOLANDIA;1283
28541; UNIDADE DE SAUDE PIONEIROS;1283
3198278; SESAU USF PAULO COELHO MACHADO;1283
2342235; CENTRO MUNICIPAL DE REFERENCIA EM SAUDE LEONARD MOZART;1282
2592495; UBSF ALBERTO VOUBAN BURITI DE OLIVEIRA;1282
487244; CENTRAL MUNICIPAL DE REDE DE FRIO BOM CONSELHO;1282
4048857; ESF DR JOSE IGNACIO GRELLET MONTE ALTO;1282
2062704; USF ANTONIO JOSE PONTIN JD ALVORADA;1282
3387453; REGIAO 02 MARCOS ANTONIO;1282
7336764; DSEI INTERIOR SUL;1282
2253607; UBS ESCOLA VILA MUNICIPAL UFPEL;1282
5120608; UNIDADE DE SAUDE DA FAMILIA PSF VI JARAGUA;1281
2320894; UNIDADE BASICA DE SAUDE EDITE CARDOSO;1280
2652706; HOSPITAL MUNICIPAL DE MONTE ALEGRE;1280
870617; PMM U B S PANTANAL;1280
2555824; PAM CAMPOS NOVOS;1280
2494051; CENTRO DE SAUDE AREAL DA FLORESTA PORTO VELHO;1279
2594161; UNIDADE DE SAUDE DA FAMILIA ARSE 82;1279
2456117; UNIDADE DE SAUDE DA FAMILIA VILA LOBAO;1279
2389010; UBS DR CID SALEM DUARTE;1279
9153276; CENTRO DE SAUDE I;1279
19453; CS BALNEARIO;1279
2385740; UNIDADE SAUDE DA FAMILIA DE VILA NOVA ALVORADA;1279
9129553; UAPS LICINIO NUNES DE MIRANDA;1278
2824612; U B S DE IPIRA;1278
2746468; UBS AGUA ESPRAIADA;1278
2396564; CENTRO DE SAUDE COHAB;1278
5501369; UNIDADE BASIC A DE SAUDE AGASSIS VIEIRA SOUTO;1277
2218704; PSF UBS PREFEITO HOMERO DOMINGUES SIMOES CONGONHAL;1277
6358780; CENTRO DE SAUDE TEREZINHA DE MORAES ARSILLA;1277
7373465; HOSPITAL DE CLINICAS MUNICIPAL;1277
2262568; HOSPITAL SAO LUCAS DA PUCRS;1277
2677164; UBS CENTRO;1276
5128439; UAPS 4 VARAS;1276
7465645; USF BOM JUA;1276
2119250; CEMAP CENTRO MUNICIPAL DE ATENCAO PRIMARIA;1276
2502364; UNIDADE BASICA DE SAUDE DA VILA SAO JOAO;1276
2754517; NIS II SAO JOAO DO CAIUA;1276
6372082; UNIDADE DE SAUDE DA FAMILIA DEISE DE FATIMA ARAUJO DE PAULA;1275
2099853; UNIDADE BASICA DE SAUDE DE SAO MIGUEL DO ANTA;1275
2257963; CS SMS PORTO XAVIER;1275
2454602; UNIDADE BASICA DE AREIA BRANCA;1273
6279236; UBSF SEDE II E III;1273
3015823; UNIDADE BASICA DE SAUDE I;1273
2321149; USF II FRANCISCO DE ASSIS LEITE NOGUEIRA;1273
2085593; UNIDADE BASICA DE SAUDE ANALIA SALVADOR DAL BELLO;1273
7482639; POLICLINICA MUNICIPAL TRES CACHOEIRAS;1273
2565560; UNIDADE BASICA DE SAUDE BENTO CORREIA DE ALBUQUERQUE;1272
6408710; SMS DE ASSU;1272
4044916; HOSPITAL UNIVERSITARIO CASSIANO ANTONIO MORAES HUCAM;1272
2305607; UNIDADE CENTRAL DE PASSO DE TORRES;1272
7823495; ESF COHAB CASAS;1272
7484259; USF VISTA ALEGRE DO MOJU;1271
2456818; CENTRO DE SAUDE YVES PARGA;1271
178004; SALA DE VACINA VAPT VUPT;1271
2401673; UNIDADE BASICA DE SAUDE DA FAMILIA JOAQUIM JOSE DOS SANTOS;1271
2140691; SERVICO DE VIGILANCIA SANITARIA E EPIDEMIOLOGICA;1271
2097087; UBS SOLIDARIEDADE S J R PRETO I FELICIDADE;1271
2424355; CSF TERRENOS NOVOS 1;1270
2178109; UBS VILELA;1270
2046296; UBS EDMUNDO DE OLIVEIRA CS I BOTUCATU;1270
2790327; CENTRO DE SAUDE III REGINOPOLIS;1270
4049896; UBS ALCINA PIMENTEL PIZA;1270
4051572; UNIDADE BASICA DE SAUDE VILA SANTANA;1270
2538059; POSTO DE SAUDE CENTRO DE PALMITOS;1270
6429947; USF BATE CORACAO;1269
5724228; CARMEM DE SOUZA LIMA;1269
2182319; UNIDADE DE SAUDE DA FAMILIA AREIAS I;1269
2546825; UNIDADE DE SAUDE DA FAMILIA DE VILA GARRIDO;1269
6795285; UBS JD SAO LAZARO;1269
2063018; CS DE ORINDIUVA;1269
2034484; ESF CENTRAL DR MIGUEL JOSE CHADDAD;1269
5103282; UNIDADE DE SAUDE DA FAMILIA VITORIA REGIA;1269
3982173; ESF MAR GROSSO;1269
2326493; CENTRO DE SAUDE GUILHERME PORTELA DE SAMPAIO;1268
7662769; UBS BAIRRO DE FATIMA;1268
2773368; USF BIRITIBA USSU;1268
3001407; CENTRO DE DETENCAO PROVISORIA DA CAPITAL CHACARA BELEM I;1268
2027887; USF YPIRANGA;1268
6316425; UNIDADE DE SAUDE DA FAMILIA DO CENTRO;1267
2298465; UNIDADE DE SAUDE DA FAMILIA VILA SERRANA I;1267
2088223; CENTRO DE SAUDE III MONGAGUA MONGAGUA;1267
2028301; USF BENEDITO CANDIDO DA SILVA PEDREIRA;1267
2254018; UBS DUNAS;1267
2096242; UBS ENF LEONTINA MARTINS FRANCA;1266
2237997; CENTRO DE SAUDE SAO FRANCISCO;1266
2241544; UNIDADE DE SAUDE DA FAMILIA SOFIA SALDANHA SILVEIRA USF;1266
2361884; UNIDADE BASICA DE SAUDE DONA LIA;1266
2221748; UBS MILHO BRANCO PSF;1265
2749114; UNIDADE INTEGRADA DE SAUDE LEOPOLDO DE ARAUJO A PRATA;1265
2039826; NUCLEO DO PROGRAMA DE SAUDE DA FAMILIA MARLENE MIRANDA;1265
2552388; UBS DE RERIUTABA SEDE II E III;1264
2414716; UNIDADE SAUDE DA FAMILIA JOSE MENDONCA LUNA;1264
6755976; UNIDADE BASICA DE SAUDE CAMPO ALTO;1264
2794357; CENTRO DE SAUDE DE ITAMONTE;1264
2484536; UNIDADE SAUDE DA FAMILIA MARCOS VINICIUS SOUZA SANTOS;1264
2040492; UNIDADE BASICA DE SAUDE CATIAPOA SAO VICENTE;1264
9278567; CONSULTORIO MUNICIPAL JOSEPHINA PIROTELLO PESCIOTTO;1264
2311992; HOSPITAL MUNICIPAL DE CURUCA;1263
2369273; UBS ISAAC BORGES;1263
2438402; UNIDADE BASICA DE SAUDE CENTRAL;1263
2561603; UNIDADE BASICA DE SAUDE JOAO ACACIO VASQUES MACEDO;1262
2158728; MATOZINHOS UNIDADE BASICA DE SAUDE BOM JESUS;1262
2571722; CENTRO DE SAUDE DE BOM SUCESSO;1262
2546426; UNIDADE DE SAUDE DA FAMILIA SOL NASCENTE;1261
9208763; CENTRAL MUNICIPAL DE IMUNIZACAO;1261
7202709; USF NOVE DE JULHO;1261
2736667; UBS ACLIMACAO;1261
7393970; ESF PRIMOR;1261
3581659; CENTRO DE SAUDE ROSSINI BARBOSA LIMA;1260
2374714; UBS HORTIGRANJEIRA;1260
2321181; USF INACIO LUIZ MOTA;1260
2134446; UNIDADE AUXILIAR DE SAUDE FRANCISCO ASSIS ANDRADE ARICANDU;1260
9913971; REDE DE FRIO DE VIANA;1260
2029219; UBSF JERONIMO FERREIRA DE OLIVEIRA GUARACI SP;1260
2576295; CENTRO DE SAUDE LEILA ADRIANA GONCALVES;1260
5242657; USF DONA IRACI ISABEL DA SILVA GAMBOA;1259
3507513; UBS MARIA JOSE DAS NEVES OLIVEIRA MARTINS;1258
3379213; SALA DE VACINAS CENTRAL;1258
2255510; UBS VILA VERENA;1258
2532565; UNIDADE SAUDE DA FAMILIA GENARO;1257
9858652; UNIDADE BASICA DE SAUDE ESTADOS;1257
2572214; C S DE FORMOSA DO OESTE;1257
2665093; CENTRO DE SAUDE MEDIO ARIRIU;1257
2475162; CENTRO DE SAUDE DE CAMPO REDONDO;1256
2203030; CENTRO DE SAUDE DE JOAQUIM FELICIO;1255
2446006; EQUPE DE ESF CENTRO ANTONIO BRAGA;1255
2048744; UNIDADE BASICA DR JOSE PARASSU CARVALHO;1255
2172704; CENTRO DE SAUDE DA FUNDACAO NACIONAL DE SAUDE;1254
7284195; PSF 19 IPE JOSE MATTIUZZO;1254
2380137; UNIDADE SANITARIA DE TANGARA;1254
2158590; MATOZINHOS UNIDADE BASICA DE SAUDE CRUZEIRO;1253
2056062; UNIDADE BASICA ARCHIMEDES MACHADO DE BARRETOS;1252
5005086; UBS 5 JARDIM FONTANELLA;1252
8850; UBS PARQUE ANDREENSE;1252
7509103; POLO BASE INDIGENA DE AMARANTE;1251
2499215; UBSF ESFSB FERROVIARIOS BAIRRO ACUDE NOVO;1251
6508855; UNIDADE BASICA DE SAUDE DOUTOR HELIO ARAUJO DE MASI;1251
2734591; POSTO DE SAUDE SAO VICENTE;1251
2302683; UNIDADE SANITARIA DE SAO CRISTOVAO DO SUL;1251
2224909; ESF TRES VENDAS;1251
2798743; USF POMPEIA;1250
2363941; UBSF ACUDE DAS PEDRAS;1250
2486350; UNIDADE BASICA MARCILIO DE NORONHA;1250
2736713; UBS CLAUDETE;1250
7324448; UBS JARDIM ICARAI;1249
2701367; UNIDADE BASICA DE SAUDE COMERCIAL;1249
6224229; UBS URBANA LUZIA NUNES DE MELO;1248
6991912; UBS DEMERON DOS SANTOS;1247
2291762; USF ALBERTO CONSTANTINO FARAH;1247
9232958; DIVISAO DE IMUNIZACAO;1246
2014246; USF N 40;1246
2173336; UBS BOM PASTOR;1246
2071703; UBS CIDADE INDUSTRIAL;1246
2818523; UBSF QUINTA RIO GRANDE;1246
2135507; UNIDADE MISTA DE SAUDE DONA MARIQUINHA DA SILVA;1245
5230233; USF AREIA BRANCA;1245
5591171; POLO BASE FEIJOAL;1244
2505673; QUEIMADINHA I II E III PROGRAMA SAUDE NA HORA;1244
2790122; USF II IACANGA;1244
2088118; UBS DR ANTONIO ALBEJANTE MOGI MIRIM;1244
2530562; CENTRO DE SAUDE NAZARE NEIVA;1243
2156083; CENTRO DE SAUDE DE PAINEIRAS;1243
2741601; ESF ENTRE RIOS;1243
2404516; UBS JULIO BORGES;1242
2327597; UBS DE INHUCU;1242
5479584; UBS ROSA DOS VENTOS;1242
2153211; UBS SAO SEBASTIAO PSF;1242
9255044; USF DR LUIZ CARLOS DELLA ROVERE;1242
2513943; UNIDADE BASICA DE SAUDE SAO JOAO I;1242
3338584; ESF CARLOS WILKENS;1242
2243466; UNIDADE DE SAUDE KENNEDY EAP;1242
6857248; PSF 02 TENENTE PORTELA;1242
5048427; UNIDADE BASICA DE SAUDE NAUTICA III SAO VICENTE;1241
2358727; UNIDADE BASICA DE SAUDE JARDIM BELA VISTA;1241
6817564; UNIDADE BASICA DE SAUDE LOURIVAL PIRES;1240
2566125; SECRETARIA MUNICIPAL DE SAUDE;1240
3731340; ESF ESPERANCA E NOSSA SENHORA DAS GRACAS E EAP N S GRACAS;1240
2212706; PSF CRUZEIRO ITAJUBA;1240
3413136; PSF MARIA AUXILIADORA VILACA ALVES;1239
6683851; SMS CF SAMUEL PENHA VALLE AP 53;1239
6992943; UNIDADE BASICA DE SAUDE CARAIBAS;1239
2617358; UBS 1 VARJAO;1239
9074201; UBS BELA VISTA;1238
2143089; UNIDADE BASICA DE SAUDE CARMOPOLIS DE MINAS;1238
2361841; UNIDADE DE SAUDE DA FAMILIA ANTONIO MARMO FERREIRA SANTANA;1238
2365715; UNIDADE BASICA DE SAUDE PREFEITO GASPAR DIAS FERREIRA;1237
2056852; UNIDADE BASICA DE SAUDE DA FAMILIA BILAC;1237
2044196; UBS SANTO AFONSO;1237
2746557; UBS LIMERIO CARDOSO BORCHAT;1237
3823687; UNIDADE BASICA DE SAUDE SUD MENNUCCI ALEXANDRE SOLFA;1237
2736853; UBS PACAEMBU;1237
2700360; UBS MORADA DO VALE I;1237
2391309; CENTRO DE SAUDE DA FAMILIA BARAO DE MELGACO PSF URBANO;1237
6606016; USF I SEBASTIANA ALVES DO CARMO;1237
2669153; UNIDADE DE SAUDE DA FAMILIA;1236
2448068; UNIDADE BASICA DE SAUDE DE VARGEM ALTA;1236
24651; UBSF RETIRO II DR JADER BOECHAT;1236
2030837; PSF 02 03 CECAP JOSE FRANCISCON;1236
2065037; UBS II JARDIM GUANABARA DR ANGELO ROBERTO BARBOSA;1236
7765517; CLINICA DA FAMILIA IBIRAPITANGA;1235
4056167; SMS UNIDADES PRISIONAIS DE ATENCAO PRIMARIA AP 10;1235
2040387; UBS DR CASSIO MORAES ALVES AMERICO BRASILIENSE;1235
9079300; USF CENTRO;1235
7565968; PENITENCIARIA MASCULINA DE BERNARDINO DE CAMPOS;1235
2698676; UBS JD EUCALIPTOS JOSE VICENTE DA SILVA;1235
3499596; PENITENCIARIA DE IRAPURU;1235
9163166; UNIDADE BASICA DE SAUDE MARICHA BECKER;1235
2747111; CENTRO DE SAUDE III NOVA EUROPA;1234
2038404; CS DE PALESTINA;1234
2743116; POSTO DE SAUDE SEDE DE PALMITAL;1234
6998; UBS DE ENGOMADEIRA;1233
2800764; ESF MADRE CARLA RABOLIN ARARAS;1232
2053780; UBS SAO JUDAS;1232
2682915; UNIDADE BASICA DE SAUDE COROADOS;1232
2537710; CENTRO DE SAUDE DA FAMILIA SANTO ANTONIO;1232
2421623; USEX COMBATENTE 2 TEN WALTER JOSE DE OLIVEIRA SR MANINHO;1231
9475931; UBS 16 CEILANDIA;1231
2492709; UNIDADE DE SAUDE DA FAMILIA ARNO 61;1230
5235332; UNIDADE DE SAUDE DA FAMILIA DAS PALMEIRAS;1230
2727358; CENTRO DE SAUDE DE JATAIZINHO;1230
2586193; UNIDADE BASICA DE SAUDE INTERNORTE;1230
2231190; USF CECILIA VIAMAO;1230
7108001; SESAU USF DR ELIZABETH WANDERLE TOBARU BOTAFOGO;1230
2352354; USF I CARAMURU;1229
6322530; UBS JARDIM EMILIA;1229
5919789; USF ELI FORTE;1228
5346630; HOSPITAL NAVAL DE BELEM;1227
2638258; U S F REDENCAO;1227
2701332; UNIDADE BASICA DE SAUDE CAXAMBU;1227
2802902; UNIDADE BASICA DE SAUDE EDMILSON CORREIA DE VASCONCELOS;1226
2408031; UNIDADE BASICA DE SAUDE DO CENTRO;1226
3049175; USF BOCA DA MATA;1226
3986896; UBS CENTRO SUL;1226
2547562; UNIDADE BASICA DE SAUDE DA FAMILIA ROBERTO VALIATE;1226
3457664; VALDIC JUNIO ALVES PRIMO;1226
2039834; NUCLEO DO PROGRAMA DE SAUDE DA FAMILIA PIRATININGA;1226
3536769; UBS PARQUE DA MATRIZ;1226
2093642; UNIDADE BASICA DE SAUDE DR WILSON HAYEK SAIHG;1225
2062259; UBS DR JOSE CARLOS SAY JARDIM MARIA DAS GRACAS;1225
2387328; UNIDADE DE SAUDE DE FAMILIA DE LAGOA DO ZECA;1224
5987938; UBSF SANTO AGOSTINHO DRA PAULA HERICA ROCHA DE AZEVEDO;1224
2097826; UBS SAO MARCOS;1224
2440881; PSF 3 ALTAMIRA PINHEIRO DE SA;1224
7990030; UNIDADE BASICA DE SAUDE PAULO ASSIS DA SILVA;1223
2023296; UBS PSF 15 HARMONIA MILTON AMADEU PARODI;1223
2019493; CENTRO DE SAUDE ARACY MAFRA MONTEIRO;1222
7955839; UNIDADE DE SAUDE DA FAMILIA TENONE II;1222
9289828; UAPS PADRE LUIZ PINHEIRO;1222
6458130; E S F 23 JAGUARI;1222
2747723; UBS JARDIM REDENCAO ITAPOLIS;1222
9283641; PENITENCIARIA MASCULINA DE MAIRINQUE;1222
2254298; UNIDADE BASICA DE SAUDE CENTRO;1222
2374358; UNIDADE BASICA DE SAUDE LUCIA MARIA COELHO;1222
2757060; UNIDADE DE SAUDE DA FAMILIA INTERLAGOS GABRIEL MARQUES FERNA;1222
5523850; PSF 15 VILA CAROLINA;1222
2284383; CLINICA DA FAMILIA VALVERDE;1221
2054841; UBS 11 FREI PASCASIO HETTLER ITU;1221
2069911; UBS DE PEREQUE ACU UBATUBA;1221
2730766; UNIDADE DE SAUDE CAMBE II;1221
2238128; CENTRO MUNICIPAL DE SAUDE;1221
2409054; USF POTENGI;1220
2116804; VESPASIANO UNIDADE BASICA DE SAUDE JARDIM GLORIA;1220
6559247; USF COCUERA;1220
2620723; UNIDADE DE SAUDE DA FAMILIA GUARANI;1220
2757095; UNIDADE DE SAUDE DA FAMILIA MIGUEL NUNES;1220
2066793; UBS JARDIM PARANA;1219
6903576; UBS ANA JACINTA DR FUAD CHAMMAS;1219
9600841; CENTRO DE ESPECIALIDADES DE PEROLA;1219
2016362; UBS HERMINIA MARIA SIMOES;1218
2559536; UBS MARCIANO DIAS FREIRE;1218
2446448; POLICLINICA MUNICIPAL JOSE SERGIO MENEZES DE ARAUJO;1218
2465833; HOSPITAL RIO DOCE;1218
2748665; USF GUARACIABA VANIN PIRASSUNUNGA;1218
224413; UNIDADE BASICA DE SAUDE SAO JUDAS;1218
2015439; USF LAGO DO ALEIXO;1217
2331144; UNIDADE DE SAUDE DA FAMILIA EDSON BOTELHO;1217
2368412; CENTRO DE SAUDE DE PADRE MARCOS;1217
2773848; USF MIRANTE;1217
3392708; UBS JARDIM SAO MIGUEL;1217
9773991; CENTRO DE DETENCAO PROVISORIA I DE PACAEMBU;1217
2390981; CENTRO DE SAUDE DE ACORIZAL;1216
2355124; USF MASSAPE;1215
7168152; UBSF GUILERME SOARES DE ALMEIDA CENTRO;1215
4044444; UNIDADE ESF ESB CENTRO II MARIA NORMA MIRANDA FLORENTINO;1215
3089657; USF MARIVAN;1215
8005575; ESTRATEGIA DE SAUDE DA FAMILIA CENTRO;1215
2769417; UBS I MORRO ENCANTADO;1215
2224836; PRONTO ATENDIMENTO 24H;1214
2607360; UNIDADE DE SAUDE DA FAMILIA MATERNO INFANTIL;1213
6848788; CENTRO DE SAUDE RAIMUNDO BEDOR;1213
2493101; UNIDADE DE SAUDE DA FAMILIA JONATHAS LAURENTINO DE SANTANA;1213
2486520; PAB DO PANORAMA;1213
7541406; UBS DR SOLON TAVARES;1213
2604515; ESF III MARCIA PATRICIA DE MEDEIROS;1212
5309808; UBSF SAO JOSE;1212
2084813; VIGILANCIA EPIDEMIOLOGICA;1212
2028719; UBS SEBASTIAO ALMEIDA PINTO COHAB I BOTUCATU;1212
2087618; HOSPITAL MUNICIPAL DE VOTORANTIM;1212
13951; UNIDADE DE SAUDE DA FAMILIA FAZENDINHA;1212
3481239; POSTO DE SAUDE DO PEREQUE;1212
2260948; ESTRATEGIA SAUDE DA FAMILIA CENTRO SOCIAL URBANO ESF 7 ESF 8;1212
