CNES;Estabelecimento de Saúde;Total de Doses Aplicadas Monovalente;1ª Dose;2ª Dose;3ª Dose;Dose Reforço;1° Dose Reforço;2° Dose Reforço;3° Dose Reforço;Dose Adicional;Dose Única
9183973; UBS JOSIAS VIANA DE OLIVEIRA;17214;6934;6230;5;3125;85;721;1;48;65
2273551; SMS CMS ALOYSIO AMANCIO DA SILVA AP 53;20001;6933;6253;33;5070;61;1407;56;1;187
178969; REDE DE FRIO DE CABROBO;11961;6931;3333;31;1364;12;221;28;4;37
3847047; USF SANTO ONOFRE;27218;6930;9727;3;7966;60;1490;1;823;218
2115492; CENTRO DE SAUDE LEDA MARIA CAMPOS ORIZANIA;16884;6930;5986;65;1098;49;701;0;1978;77
22705; CENTRO DE SAUDE SANTA CECILIA;22645;6928;6703;23;6125;0;2363;10;215;278
2468611; UNIDADE BASICA DE SAUDE 3 LAGOA DA CONFUSAO;12666;6928;4190;1;1195;2;223;0;9;118
2184990; UNIDADE MISTA DE SAO ROMAO;18185;6927;6183;12;3723;3;1200;0;15;122
7083440; UBS JOSE IDELFONSO DE BARROS;19208;6926;5994;123;3936;0;2096;1;6;126
3767167; UNIDADE SAUDE DA FAMILIA ELIZABETH MARIA DE PAULA;20651;6925;7169;99;1143;3;925;6;4198;183
2035294; UBS DR PAULO EMILIO DE OLIVEIRA AZEVEDO SJBVISTA;20499;6922;5300;65;5551;148;2427;2;37;47
9438823; UNIDADE CENTRAL DE SAUDE;18864;6921;6452;2;3727;35;1439;6;43;239
2473224; UBS EMAUS II PARQUE INDUSTRIAL DR VULPIANO CAVALCANTE;21315;6920;6845;23;4986;77;1825;505;129;5
2111128; CENTRO SAUDE PAULINO DOMINGOS DE ARAGAO;18071;6920;6090;95;3771;131;930;0;7;127
3020401; UNIDADE BASICA DE SAUDE DABARU;18377;6920;5759;242;3063;829;1349;1;23;191
2463806; CENTRO DE SAUDE APRIGIO DE OLIVEIRA SILVA;17074;6919;5793;24;1489;47;833;5;1343;621
2082187; HOSPITAL DAS CLINICAS FAEPA RIBEIRAO PRETO;26324;6917;6956;0;7385;18;3014;3;424;1607
3357155; UNIDADE DE SAUDE DA FAMILIA I MARIA TANIA ARAUJO;11732;6917;4334;0;375;0;0;0;5;101
6831826; SECRETARIA MUNICIPAL DE SAUDE DE PILOES;13355;6916;5453;0;785;0;0;0;13;188
2673150; UBS TRES BANDEIRAS;18982;6915;6574;7;4182;10;1248;3;41;2
477; HOSPITAL OSWALDO CRUZ;13359;6915;3113;0;2083;0;1248;0;0;0
2307561; UNIDADE DE SAUDE DA FAMILIA SAO JOSE;11896;6913;3193;11;992;17;587;65;6;112
6923720; CENTRO DE SAUDE;20166;6912;6523;18;4573;65;1866;2;57;150
4054490; CENTRO DE SAUDE LIDIA BOLL;16368;6911;6036;29;2475;0;727;2;22;166
2148870; UNIDADE DE SAUDE CELIO FRANCO;20737;6910;6181;124;4836;221;2290;2;59;114
6571360; SECRETARIA MUNICIPAL DE SAUDE DE VENANCIO AIRES;15783;6909;8540;0;132;0;158;1;40;3
2091917; UBS TAQUARITUBA;21571;6909;6600;66;5280;103;2303;1;17;292
2754363; NIS II MARILENA;19438;6908;6583;198;4025;28;1432;12;80;172
3741117; UBS DR ADELINO COSTA DOREA;19565;6908;6364;113;4253;2;1785;4;22;114
2620073; UNIDADE DE SAUDE DA FAMILIA JARDIM DAS ARARAS;15049;6908;3687;0;1663;0;44;55;0;2692
9961453; CENTRAL MUNICIPAL DE REDE DE FRIO IMUNIZACAO;17860;6906;6128;0;3182;0;812;13;0;819
7771479; UBS 11 SAMAMBAIA;7375;6905;205;10;63;146;46;0;0;0
2093308; CS DE JACI;21757;6903;6862;44;5480;128;2014;0;133;193
2036371; UBS VILA OPERARIA;29727;6902;7402;11;9514;130;5365;33;28;342
2154021; CENTRO SAUDE BENEDITO COBRA NETO BORDA DA MATA;18962;6901;6326;62;3267;30;2166;25;173;12
23779; CENTRO DE SAUDE ETELVINA CARNEIRO;21674;6898;6228;14;5995;0;2123;31;132;253
2468239; UNIDADE DE SAUDE DA FAMILIA ANANAS;15785;6898;5798;6;2302;18;350;3;200;210
9653740; UBS ALUISIO TENORIO MARQUES DE GUARAI;13917;6898;4181;0;2247;0;329;97;63;102
2801116; UBS VILA SAO JOSE SAUDE DA FAMILIA;22752;6897;6744;46;5745;169;2846;2;128;175
7542461; ESTRATEGIA DE SAUDE DA FAMILIA VILA CRUZEIRO II;17421;6897;6343;0;2860;1;308;0;5;1007
2114372; CENTRO DE SAUDE DE MARTINS SOARES;17635;6892;6256;16;3076;44;1014;117;76;144
2257955; CS SMS GUARANI DAS MISSOES;19830;6891;6476;14;4540;22;1621;1;69;196
6730450; CENTRO DE SAUDE DA SEDE ESF I UAPSF;16964;6889;5544;61;3069;18;1167;2;22;192
5731933; UNIDADE DE SAUDE DA FAMILIA TARCISIO BARINI;22407;6887;6454;12;5734;81;2999;1;22;217
6912214; UBS DR JOSE OSMAR MEIRELLES DOS SANTOS;14617;6886;6450;81;431;326;376;0;0;67
7008856; UNIDADE BASICA DE SAUDE MANSUR RACHID LAUAR;21058;6883;6879;105;4778;235;1925;5;11;237
2355809; PSF COMUNIDADE CRISTA;20535;6883;6778;3;5619;14;1133;9;24;72
6403700; SECRETARIA DE SAUDE DE CAJAZEIRAS;15287;6883;4313;6;3309;1;319;2;3;451
28541; UNIDADE DE SAUDE PIONEIROS;19949;6882;9011;29;2090;32;1654;21;4;226
2117185; FLORESTAL UNIDADE B SAUDE RACHID SALIBA I;19815;6881;6050;77;3307;0;1830;65;1439;166
5591171; POLO BASE FEIJOAL;15862;6879;6024;277;2660;0;10;8;4;0
2740443; CENTRO DE SAUDE DE CURIUVA;17486;6879;5074;36;3754;110;1227;3;43;360
2771713; UNIDADE DE SAUDE DA FAMILIA DE CAATINGUINHA;12386;6878;3523;26;1388;0;467;1;2;101
2012502; UNIDADE BASICA DE SAUDE MARIA CLAUDIA;16345;6877;5691;0;2953;7;651;6;0;160
9860673; UBS SONIA AUGUSTA DOS SANTOS SILVA TERESOPOLIS;20345;6876;6444;105;4707;159;1822;15;9;208
2133261; CENTRO DE SAUDE VIDA NOVA;21465;6873;6195;81;5100;327;2758;4;34;93
2125978; UBS ANALIA MARQUES DE OLIVEIRA CITROLANDIA;20895;6871;6969;65;4850;259;1644;46;52;139
4029429; USF ANTONIO CARLOS MAGALHAES;18130;6871;6046;39;3656;77;1324;6;5;106
2780038; CENTRO DE SAUDE TUPASSI;19290;6869;6393;7;4033;1;1427;5;250;305
2770105; UNIDADE BASICA DE SAUDE DE BELA VISTA;19163;6866;6741;16;3798;195;1243;67;54;183
2147130; PSF DR JOSE REIS;19384;6863;6466;35;4276;0;1616;1;20;107
2778432; UBS DE FLORIANO;29830;6861;8365;20;7421;325;5974;2;840;22
2736683; USF CASCAVEL VELHO;18577;6858;5671;17;3215;0;1495;19;1132;170
2017555; UNIDADE HOSPITALAR DE CARAUARI;12257;6853;5119;0;285;0;0;0;0;0
2084821; UNIDADE BASICA DE SAUDE JIP SAO VICENTE;19669;6851;6124;0;4465;86;2002;0;8;133
28835; SESAU USF DR BENJAMIM ASATO PARQUE DO SOL;18099;6848;6095;5156;0;0;0;0;0;0
2084945; UMSF ESPERANCA;20547;6843;6542;19;4857;122;1941;7;4;212
2514141; UNIDADE BASICA DE SAUDE JARDIM ESPERANCA;18320;6840;6403;219;3678;194;747;2;14;223
2083396; UBS MANOEL JOSE BIDOIA PONTAL;19485;6840;1598;1;8152;149;2307;1;132;305
6044360; UNIDADE DE ATENCAO PRIMARIA SAUDE DA FAMILIA;16089;6836;3883;11;1423;0;2809;1;828;298
5184843; CENTRO DE SAUDE NOVO HORIZONTE;17359;6835;6084;11;3260;2;988;0;1;178
7663137; UNIDADE BASICA DE SAUDE ANTONIO ARAUJO;17357;6835;5912;14;3029;153;870;1;11;532
3492699; UNIDADE BASICA DE SAUDE MARIA TAVARES DE OLIVEIRA;18089;6832;6164;23;3648;0;958;72;28;364
2064308; UNIDADE PSF VILA SAO PAULO CAPAO BONITO;24079;6831;7780;108;5982;142;3060;1;71;104
2090775; PSF SANTA INES ITABERA;12858;6831;3602;14;1145;94;810;0;5;357
5879701; CENTRO DE SAUDE PARA TODOS;17860;6826;6191;34;3642;2;1053;3;4;105
2532344; UNIDADE DE SAUDE DA FAMILIA DE MAR GRANDE;16487;6825;5700;12;2373;7;357;31;588;594
4051572; UNIDADE BASICA DE SAUDE VILA SANTANA;24622;6824;8532;47;5209;94;3479;7;22;408
2119862; UNIDADE BASICA DE SAUDE MATA VERDE;17028;6823;6012;74;3111;26;857;2;3;120
2376989; UNIDADE BASICA DE SAUDE DE PEDRO GOMES;18277;6821;5905;0;2630;0;1052;2;1447;420
2620200; CENTRO DE SAUDE DE CORONEL DOMINGOS SOARES;21019;6818;6687;262;4504;707;1896;3;20;122
9801391; EAP SAUDE DA MULHER E DA CRIANCA;29637;6817;9316;23;10336;154;2807;0;173;11
2505819; HOSPITAL MUNICIPAL FLORISVALDO JOSUEL ARAUJO;18889;6817;6323;73;3899;14;1639;2;0;122
3947890; UNIDADE BASICA DE SAUDE ESF JACILANDIA;10747;6817;1809;3;1676;9;6;0;60;367
2149311; UNIDADE MISTA DE SAUDE FRANCISCO MOACIR DA SILVA;18020;6815;6166;21;3497;28;1195;5;113;180
2060256; UBS PARQUE SAO FRANCISCO;70479;6814;40096;42;16115;205;6405;4;570;228
2260425; UNIDADE BASICA DE SAUDE DE JOIA;19281;6814;6501;119;4033;48;1464;60;43;199
6769721; UBS AMELIA DO COUTO MORENO;18627;6811;6146;81;3332;4;1455;11;652;135
7715080; UNIDADE BASICA DE SAUDE IMPERIO DO SOL;22371;6810;6518;51;8987;0;0;0;5;0
4051556; POSTO DE SAUDE CENTRAL CAMBARA;19305;6807;4241;22;5474;59;2524;0;4;174
2736853; UBS PACAEMBU;20995;6803;6055;32;5125;20;2269;7;399;285
7477201; SECRETARIA MUNICIPAL DE SAUDE SENADOR JOSE PORFIRIO;16284;6801;6092;1;3004;0;20;15;22;329
2743574; UNIDADE BASICA DE SAUDE DA FAMILIA DR AMAURI JOSE DA ROCHA;18285;6798;6238;2;3511;0;799;181;533;223
2179091; CENTRO DE SAUDE PIRAPETINGA;21230;6797;6175;41;5739;8;2021;220;41;188
2381850; CENTRO DE SAUDE DE TEREZOPOLIS DE GOIAS;16326;6795;5682;29;2277;0;969;0;436;138
9408304; UNIDADE BASICA DE SAUDE DR PAULO SERONNI;14450;6793;6736;33;886;0;1;0;1;0
7540957; USF IDELFONSO FERREIRA DE PAULA;19318;6790;6491;18;4543;121;1197;6;15;137
3063119; ESF ARMOUR JOVELINO SANTANA I II E III;19393;6789;5347;2;4966;59;2196;1;2;31
2054264; UNIDADE BASICA DE SAUDE HELIO REIS RAMIRES;18732;6787;6558;0;4516;9;649;0;27;186
14915; CENTRO DE SAUDE JARDIM DAS GRACAS;19492;6785;6372;51;3894;371;1674;117;40;188
5938171; U S SAO JOAO BATISTA;18584;6783;6335;162;3363;0;872;18;571;480
2533979; PROGRAMA DE SAUDE DA FAMILIA 02;16441;6783;5928;0;2547;5;498;1;4;675
2368595; UBS FRANCISCA LOUZEIRO;19686;6780;6087;45;4303;183;2142;2;1;143
2754614; POSTO DE SAUDE GRACIOSA;13285;6780;3011;30;1850;3;1589;2;8;12
2499487; ESF DE NOVA CARAPINA I;19003;6779;8268;7;2591;119;1188;11;35;5
2800942; UNIDADE SAUDE FAMILIA MARIA DE LOURDES GAMA FERREIRA PIRAI;20517;6777;6185;16;4679;67;2189;10;59;535
6559727; SMS CF ILZO MOTTA DE MELLO AP 53;20708;6775;6362;0;5697;98;1563;5;15;193
2547678; UNIDADE BASICA DE SAUDE DA FAMILIA CLEMENTINA S O DONA TITA;19532;6774;6311;18;4283;224;1584;14;87;237
2233274; CENTRO DE SAUDE JOSE PEDRO DE ALMEIDA LEITE;20096;6771;6565;18;4698;0;1834;0;34;176
6960936; UNIDADE DE SAUDE ZURAIA CONTI GALATI;17382;6771;5133;32;3544;66;1321;13;0;502
2704625; POLICLINICA MUNICIPAL DE SAO SEBASTIAO DO ALTO;16836;6768;5408;3;2050;2;1309;5;1068;223
2700727; UNIDADE BASICA DE SAUDE DR PAULO INACIO ZANCHET;19323;6767;6503;43;4189;83;1504;0;48;186
2147963; CENTRO DE SAUDE DE DIONISIO;19003;6767;5923;3;4162;5;1941;1;62;139
3441784; UNIDADE BASICA DE SAUDE DR GERALDO SIQUEIRA;16016;6767;5359;67;2141;541;946;0;10;185
9747346; UBS JULIO LIZART;24667;6763;6290;182;7514;479;3129;2;44;264
2394928; UNID SAUDE DA FAMILIA VITORIA REGIA;13722;6763;2366;3;2771;3;1599;128;71;18
9566368; UBS SAO MARCOS;22975;6761;9684;0;6109;0;204;0;1;216
6413447; SECRETARIA MUNICIPAL DE SAUDE DE TAIPU;15170;6759;5195;0;2687;0;200;7;114;208
5856620; UBS VILA NOVA APARECIDA;19388;6758;6155;48;4036;205;2167;1;10;8
7303416; UBS NOVA PARNAMIRIM II ENF JOAO DIAS;17862;6758;5079;2;3656;21;1319;409;611;7
2210479; UNIDADE MISTA DE SAUDE FLORIANO SANTANA;16952;6757;5736;7;2794;0;915;0;669;74
2061619; UBS PLANALTO FRANCA SP;34526;6755;10926;52;12250;183;4278;2;25;55
14966; CENTRO DE SAUDE SANTA TEREZA;19308;6754;6316;153;3682;473;1672;23;37;198
2653451; UNIDADE BASICA DO PSF DA NOVA POJUCA;26696;6753;8401;748;5322;280;4972;13;99;108
5345308; PSF PARQUE ESPERANCA II;16332;6753;5178;104;4013;21;248;12;3;0
9366296; UNIDADE BASICA DE SAUDE CENTRAL;19800;6751;6227;126;4287;3;1857;26;305;218
2391139; UNIDADE DE SAUDE DA FAMILIA RURAL SUL NORTE;21399;6750;5756;0;5292;0;3360;0;157;84
5206081; CENTRO DE SAUDE DR MIRANDA TAVARES;54391;6749;8535;254;25422;936;12392;34;48;21
2001039; UNIDADE DE SAUDE DA FAMILIA DR LUIZ FERNANDO MAGALHAES;16177;6749;5521;2;2591;1;693;18;96;506
2762633; CENTRO DE SAUDE EVALDO CAMPOS MOURA;20632;6740;6442;67;5017;52;2063;21;97;133
9656332; PM TARTA UBS IPUJUCAN DA LUZ NASCIMENTO;12976;6740;4749;0;1300;0;169;0;4;14
2051559; UBS PARQUE SAO JORGE ITAPEVA;18028;6739;5984;5;3591;47;1464;0;21;177
3861465; UNIDADE BASICA DE SAUDE SAO GERALDO JOSE COPERTINO NOGUEIRA;20034;6738;5707;143;681;6;2596;42;3956;165
2700085; POSTO DE SAUDE AMETISTA DO SUL;18628;6736;6348;27;4027;3;1202;3;53;229
2115867; UNIDADE DE SAUDE PROFESSOR LUCAS MACHADO;23654;6735;9183;51;5046;11;2326;18;7;277
9456554; UBS RAIMUNDO ROSA 02;15839;6733;5813;12;1990;0;608;1;549;133
3488772; UNIDADE DE SAUDE DA FAMILIA MARIA DALVA PEREIRA GOMES;12352;6733;3171;0;1441;0;669;1;25;312
2300699; UNIDADE BASICA DE SAUDE NOVO MUNDO;8944;6733;937;3;871;39;334;4;0;23
2264374; CLINICA DA FAMILIA DIRETOR PESTANA;20013;6729;8599;33;4316;120;169;14;33;0
5618851; UNID PSF II PARTEIRA ELITA DANTAS;18947;6725;5919;94;3135;105;1239;222;1117;391
2288389; CENTRO DE SAUDE GRANDE ALEGRIA;18829;6722;5720;13;4135;46;1975;5;200;13
2054043; UNIDADE DE SAUDE DA FAMILIA E PA PARQUE SAO BENTO SOROCABA;33842;6720;6831;90;12759;623;6058;3;682;76
2156156; CENTRO DE SAUDE DE INIMUTABA;20320;6720;6267;46;4769;268;2109;1;11;129
2235692; POSTO DE SAUDE TROMBUDO;17461;6719;6394;1;3379;3;687;1;56;221
2675676; NESF NUCLEO DE ESTRATEGIA SAUDE DA FAMILIA;15149;6719;5389;16;1993;132;710;7;9;174
2052105; UBS JOAQUIM CORREA DE LARA FILHO VILA NOVA ITAPETININGA;13683;6716;3221;17;1218;66;2434;3;7;1
2669153; UNIDADE DE SAUDE DA FAMILIA;20210;6712;6094;28;4736;195;2300;0;0;145
7139470; UNIDADE BASICA DE SAUDE VALDIR PAULO SOLIGO;20422;6709;5916;139;4189;28;776;12;72;2581
2572214; C S DE FORMOSA DO OESTE;20049;6708;6459;105;4483;0;1998;5;21;270
5974844; UNIDADE SAUDE DA FAMILIA DR JOEL COELHO FERREIRA CAIC;24018;6707;8822;34;5856;49;1576;342;356;276
6694292; ESTRATEGIA DA SAUDE DA FAMILIA I;18671;6706;6140;26;5434;90;38;0;113;124
7026153; DISTRITO SANITARIO ESPECIAL INDIGENA MANAUS;15055;6705;4563;17;3057;17;682;0;5;9
2786656; SAE DST AIDS SANTO AMARO DRA DENIZE DORNELAS DE OLIVEIRA;28793;6704;8403;2;6928;262;4856;16;1303;319
2701065; UNIDADE BASICA DE SAUDE DE MAQUINE SEDE;19695;6704;6343;33;4295;72;1978;8;52;210
2052628; CENTRO DE SAUDE III DE ARANDU;20966;6703;6465;134;5079;246;2135;2;32;170
2057573; UBS CECAP BOTUCATU;24970;6702;6916;7;6914;63;4308;2;56;2
6722709; CENTRO DE SAUDE DA MULHER GJT;16662;6701;6046;3;2833;1;842;41;2;193
9640347; UNIDADE BASICA DE SAUDE DO BAIRRO DA UNIAO;16095;6700;5387;227;2704;43;872;13;39;110
3986896; UBS CENTRO SUL;32264;6699;7498;0;9782;1;7169;71;51;993
4003357; HOSPITAL DE PEQUENO PORTE DE THEOBROMA;14972;6699;5938;0;1944;0;0;0;184;207
7978685; UNIDADE BASICA DE SAUDE;12500;6699;3694;0;835;74;625;3;157;413
3071111; UNIDADE BASICA DE SAUDE SAO FRANCISCO;20545;6698;7232;72;4123;188;2207;0;11;14
2062666; CENTRO DE SAUDE III DR WILSON MARTINS LARA TAMBAU;30364;6696;7899;18;11074;127;4056;0;14;480
2015277; UBS FELICIANO MATOS LEMOS PAPAGUARA;20202;6696;5972;55;4820;118;2377;3;17;144
5945704; UBS VILA FERREIRA;11802;6696;2172;0;1687;1;603;26;175;442
10154; SESAU UBS DR ASTROGILDO CARMONA CARLOTA;17789;6695;6558;4531;0;0;5;0;0;0
2284693; UNIDADE DE ATENCAO PRIMARIA DR VIRTO VIEIRA DE SOUZA;18085;6695;6077;32;3481;6;1548;57;62;127
3776700; UNIDADE BASICA DE SAUDE DR IVALDO MORAES SOUZA;21148;6691;6702;468;5030;2;1605;22;2;626
7172168; UNIDADE BASICA DE SAUDE GENY WESTRUPP KUHNEN;17453;6691;6431;9;3245;0;827;0;44;206
3646866; POSTO DE SAUDE CENTRAL;18568;6690;5901;28;3960;4;1717;7;34;227
2212447; UBS MARIO PISTELLI INCONFIDENTES;20767;6689;6554;35;5238;76;1957;14;67;137
2371626; UNIDADE BASICA DE SAUDE DE BANDEIRANTES;17711;6687;5768;52;3235;55;1210;2;357;345
2109794; UAPS MARTINHO PASSOS;19879;6684;6998;63;1131;1;1393;2;3500;107
2066343; UBS MARIA ANUNCIACAO ZENI CAPODEFERRO ATIBAIA;20638;6684;6604;55;4724;209;2073;0;4;285
2300249; UNIDADE DE SAUDE CENTRAL DE CAMPO BELO DO SUL;18748;6684;6276;6;4160;3;1354;7;31;227
3279200; U S F PROF J M MAGALHAES NETO SEDE;17606;6684;5707;9;3282;12;1252;11;536;113
2788411; UBS SANTA MADALENA;21281;6682;6445;106;4909;365;2321;9;32;412
2737213; UNIDADE BASICA DE SAUDE NELSON DOS SANTOS PEREIRA;17053;6680;6191;25;3080;2;929;0;15;131
2361957; UNIDADE DE SAUDE DA FAMILIA II;16812;6680;5829;4;3043;4;878;69;180;125
3243648; CENTRAL 2;18569;6678;5935;30;3765;5;1596;1;392;167
2652994; US CAMPO VERDE;22991;6676;8796;37;5114;406;1882;23;42;15
3433005; UNIDADE DE SAUDE DA FAMILIA PROFESSOR MAGALHAES NETO;18389;6674;5912;0;4504;0;1149;0;2;148
2278030; NUCLEO DE SAUDE COLETIVA;18841;6673;7051;0;3475;0;1112;1;47;482
2057859; CENTRO DE SAUDE;19680;6673;6196;17;4400;88;2220;10;37;39
2719703; CENTRO DE SAUDE MANOEL ROCHA DOS SANTOS;25968;6671;8968;50;7587;138;2382;8;9;155
7566026; CENTRO MUNICIPAL DE REABILITACAO NOVO PORTINHO;15638;6671;8614;0;244;0;0;0;2;107
2773619; UBS MINERACAO;24190;6670;6825;56;5072;204;5282;0;59;22
2754320; NIS II JARDIM MORUMBI;10919;6667;2398;48;660;114;1008;3;10;11
9698086; HOSPITAL MILITAR DE AREA DE CAMPO GRANDE;11565;6666;4720;179;0;0;0;0;0;0
71110; ESF IV ANTONIO FERNANDES DE MACEDO;20665;6665;6563;187;4985;180;1931;23;10;121
2054353; CENTRO DE SAUDE BARCELONA SOROCABA;26253;6665;2980;53;10293;211;5991;0;39;21
2206404; PSF ELIAS DE MORAIS;21228;6663;6382;19;5588;0;1986;2;452;136
2775484; PSF JOSE FRANCISCO RODRIGUES GLORIA;18737;6660;6420;0;4048;0;1442;5;52;110
2025795; USAFA CARAGUAVA;27527;6657;10084;32;7179;300;3183;6;26;60
2153424; UBS VALE DOS BANDEIRANTES PSF;23231;6655;9084;109;4015;2;716;13;2615;22
9383778; PSF PERDIZES;19911;6654;6295;63;4796;10;1855;4;9;225
2445999; UNIDADE DE PRONTO ATENDIMENTO SANTA BARBARA;18317;6652;5904;0;4133;0;1288;4;39;297
2731576; CENTRO DE SAUDE DE NOVA CANTU;19508;6650;6231;0;4699;0;1736;19;66;107
2748142; USF SANTA TEREZA;20192;6647;6366;9;4826;191;2097;1;28;27
2376687; UNIDADE BASICA SAUDE EDUARDO F SANTOS;18348;6647;5919;3;3765;0;1125;106;327;456
7365004; POLO BASE DO PANTALEAO;20163;6646;6994;455;4372;344;1226;7;118;1
2722143; ESF 4 OLINDINA CLAUDINO DA SILVA;14272;6646;5264;0;1883;0;369;0;0;110
2407450; UNIDADE BASICA MAE DALIA;19495;6645;5865;74;3844;356;1764;504;206;237
2159996; CENTRO DE SAUDE MARCIO ANDRADE DE PASSA TEMPO;20056;6643;6485;76;4474;113;2031;4;158;72
2601311; USF MANOEL DE SA TELES;16284;6643;5628;127;2226;0;642;2;902;114
7117671; UNIDADE DE SAUDE MARTINOPOLIS;34244;6642;10345;6958;5951;0;3037;81;1199;31
5729246; PSF CECILIA TEIXEIRA NETO;17707;6642;6092;0;3773;0;1153;14;8;25
2557223; NUCLEO INTEGRADO DE SAUDE;16554;6642;5068;0;3698;0;889;119;136;2
6757170; SECRETARIA MUNICIPAL DE SAUDE DE OEIRAS DO PARA;15348;6640;4247;195;3004;80;1005;0;66;111
5455642; USF VILA NOVA E ILHA DIANA;11898;6638;2912;0;1121;66;1143;1;3;14
21571; UNIDADE DE SAUDE SAO SEBASTIAO;17866;6636;7167;55;2250;58;1344;16;182;158
2750171; CENTRO DE SAUDE III DE LINDOIA;19550;6636;6393;15;4608;25;1637;0;12;224
2280442; UNIDADE DE SAUDE DA FAMILIA BAIXO GRANDE;12022;6636;3350;4;1319;1;661;1;40;10
2525801; UNIDADE BASICA DE SAUDE DA VILA OPERARIA;19211;6634;7470;7;3555;27;1479;0;12;27
2490404; PS BURITI DOS MONTES PSF E NASF;19015;6633;5747;48;4243;306;1863;0;0;175
2472821; UNIDADE BASICA DE SAUDE DA FAMILIA II;14971;6632;5389;3;2114;0;491;0;152;190
2160374; POLICLINICA DE ITATIAIUCU;19498;6631;6895;0;4686;0;781;0;110;395
6890; USF DE BARREIRAS;23635;6630;9755;0;5042;0;2158;13;0;37
2088126; UBS MARIA BEATRIZ MOGI MIRIM;20852;6630;6702;0;4953;66;2193;2;17;289
5896002; UBS VIRGINIA MARIA DE CARVALHO NOVA BADEN;20796;6627;6585;277;3919;146;1284;15;1809;134
7297130; USF POUSADA DA ESPERANCA II;17423;6627;5556;29;3973;123;891;0;9;215
17043; UMS TRINDADE PSF;14559;6627;1670;38;4892;396;130;0;105;701
2264986; CLINICA DA FAMILIA PRIMEIRO DE MAIO;19442;6622;6492;302;3248;98;2527;5;135;13
7210825; ESF URBANO;16887;6622;5990;76;2887;162;904;1;2;243
2115735; UNIDADE DE SAUDE DUVAL DE BARROS;18437;6621;6460;2;4222;0;738;5;22;367
3486877; UNIDADE PSF JD ALVORADA ITARARE SP;19526;6619;6424;97;4623;238;1314;0;16;195
2756870; UNIDADE DE SAUDE TIA LITA;15615;6617;5374;75;2580;2;734;34;67;132
2212609; PRONTO ATENDIMENTO;18448;6616;6336;107;2746;1;1350;12;1157;123
3021769; UNIDADE BASICA DE SAUDE DA FAMILIA SANTA CRUZ;11527;6615;4707;0;205;0;0;0;0;0
9018948; CENTRAL MUNICIPAL DE REDE DE FRIOS DE TEREZINHA;20513;6614;6367;64;5050;168;2024;100;40;86
2630265; ESF2 HERMELINO DA ROCHA SALES;17691;6613;5889;31;3579;101;975;9;231;263
2284685; UNIDADE SAUDE DA FAMILIA COROA GRANDE;20171;6612;6636;2;4182;9;2128;8;60;534
3346528; UNIDADE DE SAUDE DA FAMILIA PONTA DA FRUTA;16136;6611;2886;45;2875;268;2625;114;127;585
2678357; UNIDADE DE SAUDE DA FAMILIA PERPETUO SOCORRO;15408;6610;5401;13;2536;72;743;6;13;14
7354223; ESF JOAO DE BARRO;18292;6607;5889;40;4318;7;1391;6;30;4
2021455; PMOPQ UBS DO PLANALTO;13668;6606;4288;4;1928;64;763;0;8;7
2375915; UNIDADE DE SAUDE DA FAMILIA CENTRO RIO VERDE;26552;6605;9390;123;7441;30;2419;55;69;420
2161761; UBS DR BRUZZI;19757;6604;6485;0;4428;2;1626;5;325;282
2644894; CENTRO DE SAUDE PROF FRANCISCO PEIXOTO M NETO;18020;6604;6384;4;3495;0;1392;9;113;19
2230038; UNIDADE DE SAUDE NATAL;13600;6604;4484;47;2034;3;153;24;107;144
9835148; UBS JOSE AUGUSTO BATISTA FILHO MENEGUETI;18657;6602;6138;72;3781;220;1371;117;173;183
2292238; ESTRATEGIA DA SAUDE DA FAMILIA ESF ANTONIO MORAES FILHO;17527;6601;5779;4;3603;0;1341;6;2;191
2016230; UNIDADE BASICA DE SAUDE PADRE ANTONIO CREMER;14033;6597;4422;82;1942;99;491;1;11;388
2330911; ESTRATEGIA DE SAUDE DA FAMILIA VILA SURUBIM;13153;6594;4569;15;1355;10;182;21;44;363
2080575; HOSPITAL BP;13067;6588;6423;0;0;0;1;0;25;30
2053039; USF POTUVERA;20711;6587;6859;5;4891;141;2218;0;5;5
3020657; POSTO DE SAUDE DA FAMILIA SANTA ROSA;15801;6587;5521;77;2269;103;296;0;852;96
2288435; USF PARAISO;16698;6587;5416;15;2669;50;1941;5;7;8
2231077; USF MARIA DA GLORIA FERRUGEM;16984;6585;5557;0;2569;11;1957;0;96;209
2312743; USF SANTA LUZIA;14652;6580;5848;1;1771;10;344;3;28;67
2038285; CAMO BENFICA DR EDUARDO H F CHAR ANDRADINA;27682;6579;10138;0;8548;22;2385;2;0;8
5777321; ESF RITA GUARDINI PACHECO;20870;6578;5596;2;6382;19;1911;2;5;375
8885; UBS RECREIO DA BORDA DO CAMPO;27262;6577;10702;6;6814;244;2852;5;46;16
7066988; CENTRAL DE VACINAS DE POCAO;25884;6568;8615;200;7079;548;2641;112;8;113
9921613; UNIDADE BASICA DA SAUDE DA FAMILIA DE SETE QUEDAS;21033;6568;6242;0;865;0;275;267;3495;3321
2700069; SAUDE DA MULHER E UNIDADE MATERNO INFANTIL;8682;6567;2034;0;68;0;2;0;11;0
2493608; UBS WILSON VIEIRA DANTAS MISTA;13184;6566;3975;0;2087;0;429;1;1;125
