CNES;Estabelecimento de Saúde;Total de doses Aplicadas Bivalentes
2773384; UBS BOTUJURU;2372
2088096; UBS ATERRADO MOGI MIRIM;2371
2774682; CENTRO DE SAUDE II SANTA RITA DO PASSA QUATRO;2371
6983871; UNIDADE DE SAUDE DA FAMILIA ITAPETINGA ATIBAIA;2369
2084953; UMSF IGARAPES;2369
2035340; CENTRO DE SAUDE II DE CANDIDO MOTA;2366
2052636; ESF ABEL ROLIM PINHEIRO;2366
6983855; UBS MARIA DO SOCORRO BEZERRA PATRICIO;2361
2787776; UBS JARDIM SAO FRANCISCO I;2361
3480879; UNIDADE DE SAUDE PARQUE MEIA LUA;2359
2065126; UBS PARQUE MIAMI;2355
3184765; UBS EMILIA COSME CERQUEIRA;2354
2033119; CS II DE SALESOPOLIS;2350
2077531; A C CAMARGO CANCER CENTER;2349
2054582; CENTRO DE SAUDE DR DAHER PEDRO DE CUNHA;2344
2097095; UBS JARDIM SIMOES RENASCER;2336
2746476; UBS ARCO IRIS;2333
2087901; UNIDADE DE SAUDE DA FAMILIA GUAPIRANGA;2331
2062070; UBS SOIMCO;2328
6873367; UBS DR MARCO AURELIO PEREIRA CENTRO;2322
5259991; UBS SANTOS DUMONT;2321
3811565; UBS CATERINA DALLANESE;2319
9380760; UBS CONJUNTO MARIO COVAS DRA HAROLDA ROMUALDA PACHECO;2306
2022923; CENTRO DE SAUDE JARDIM IPAUSSURAMA;2301
7285426; USF NATERCIO SILVA DE ARRUDA P S F;2296
2047675; UNIDADE BASICA CAPAO BONITO CAPAO BONITO;2295
2084708; UBS GEISEL;2287
2049139; UBS PAULISTA;2286
2049112; UBS AEROPORTO I;2285
2075121; UNIDADE BASICA DE SAUDE DR FELICIO FERNANDES NOGUEIRA;2284
2038153; UBS DR DELVO DE OLIVEIRA WESTIN SAO JOAO DA BOA VISTA;2283
2038102; UBS MARIA TEREZA DE ANDRADE N S APARECIDA;2273
2044005; CENTRO DE SAUDE DR RUBENS DE OLIVEIRA BOTTAS;2269
6012558; USF ANGELO TOMAZIN;2262
3434141; UBS NOVO ANGULO RAYANE BRENDA DE OLIVEIRA;2259
2059142; UBS CSI ITAPEVA;2258
2043874; UBS RAIMUNDA SOUZA MARTINEZ SAO VICENTE;2257
7532105; SAUDE SOBRE RODAS LIMEIRA;2255
2057638; UBS CRUZEIRO DO SUL PS DR DANTE ERBOLATO;2254
2064480; USF JABAQUARA;2253
2746816; UBS RIO COTIA;2249
2074354; UBS GABRIELA;2249
7070489; USAFA JARDIM PROGRESSO GUARUJA;2248
3368122; UNIDADE DE SAUDE DA FAMILIA CHACARA SANTA CECILIA;2245
7344724; UBS BELA VISTA;2245
2704889; UNIDADE BASICA DE SAUDE TULIPAS PACS;2244
2091747; UBS ALPES DO JARAGUA;2241
2088169; UBS JARDIM PAULISTA MOGI MIRIM;2236
2039079; UBS DR WALTER DIVINO DA COSTA PEDRO PERRI;2235
6332447; UBS JARDIM SANTA FE;2231
2054833; UNIDADE DE SAUDE DA FAMILIA RIBEIRAO GRANDE;2226
2057859; CENTRO DE SAUDE;2225
3380890; UNIDADE DE SAUDE DA FAMILIA JARDIM ROSEMEIRE;2223
3495949; UBS SAO JOSE LUIS CANDIDO CANELLA SANCHES;2220
6806678; UBS IVONE TRINDADE JARDIM VALO VERDE;2213
2096781; UBS VILA TONINHO;2213
8133; UBS VILA MENCK;2212
5380278; UBS JARDIM SANTO ALBERTO;2212
2065576; UBS IV LAZARO MENDES DE CASTANHO CESARIO LANGE;2209
2091836; CENTRO DE SAUDE III DE SEVERINIA;2209
2047047; PM 03 SAO VITO;2207
7344732; UBS MANOEL MATHEUS NETO;2204
2028387; MACRO II CENTRO DE SAUDE DE PENAPOLIS;2203
2779498; CENTRO DE ESPECIALIDADES DE PRIMAVERA;2202
2023989; UBS RAQUEL SANDRINI RUELA;2199
7453140; UBSF MARIA ANGELA PARO DE TOLEDO BARROS;2199
2746530; UBS BELA VISTA;2196
7025475; UBS DE LUCCA;2194
2787431; UBS J HELIAN;2194
2087251; USF BOTUJURU;2191
9460551; UBS URSI CONJUNTO AE CARVALHO;2188
3034399; USF JARDIM SAO CARLOS;2184
9075771; UBS ALCIDES VIEIRA;2183
3956296; CENTRO DE SAUDE SANTO ANTONIO;2183
2773570; UBS SANTA TEREZA;2183
2750333; CENTRO DE ESPECIALIDADES MEDICAS DR KANJI KAWAMURA;2182
2090627; ESF II CENTRO;2178
6825494; UBS CICERO GOMES UBATUBA;2177
2084597; UBS CAVADAS;2176
6263097; UNIDADE DE SAUDE DA FAMILIA LOTY;2174
2051141; UBS II SAO JUDAS TADEU DR MOACIR CESTARI;2165
4049276; USAFA SAMAMBAIA;2163
9075; UBS CHACARAS REUNIDAS;2162
2064081; UBS DR MILTON BARONI DE BARRETOS;2160
3251519; USF ANA NERY ATIBAIA;2159
5135370; UBS MOACIR GALLINA;2157
5877121; UBS DR ANGELO ANTENOR ZAMBOM;2156
2082985; HOSPITAL MUNICIPAL SANTO ANTONIO;2155
2096927; UBS VILA MAYOR;2154
2706008; UBS PAULISTANO FRANCA SP;2153
3388905; USAFA REAL;2151
2749092; CENTRO DE SAUDE II SIZENANDO NABUCO TAPIRATIBA;2150
2072009; CENTRO DE SAUDE II FARTURA;2148
7352522; UBS ANA CECILIA BATISTA DE SA ATIBAIA;2138
2047942; UBS II DEPUTADO GERALDO PEREIRA DE BARROS CENTRO;2138
9132015; UNIDADE DE SAUDE DA FAMILIA JARDIM RODRIGO;2137
2023083; CENTRO DE SAUDE CARVALHO DE MOURA;2135
2060272; CENTRO DE SAUDE III RINCAO;2135
7942079; UBS JARDIM CLEMENTINO;2135
2035286; ESF HUMAITA SAO VICENTE;2134
2083779; USF DR WALFRIDO TIBURCIO;2129
2786699; SAE IST AIDS BUTANTA;2128
9407; UBS ALTO DA PONTE;2126
2070278; UBS II MIYOGI MORIZONO VALPARAISO;2126
2039664; CENTRO DE SAUDE JARDIM CAPIVARI;2123
2773589; UBS JARDIM UNIVERSO;2121
2792230; UBS SEBASTIAO FERREIRA DA SILVEIRA;2119
2688360; UBS BIRICA DO VALADO;2110
2061597; UBS SANTA TERESINHA FRANCA SP;2110
2746719; UBS JD SAO VICENTE;2107
2062356; UNIDADE BASICA DE SAUDE PRACA VITORIA SAO VICENTE;2106
2025914; UBS DR JOSE BARRIONUEVO RODRIGUES VILA SOTO;2103
2075881; UBS JARDIM NOVA REPUBLICA;2103
276944; AMBULATORIO MEDICO DO INSTITUTO BUTANTAN;2097
3338525; UBS BANANAL;2096
2058065; UBS II JARDIM VILA REAL DR JACOMINO LEONARDO CERAVOLO;2093
2701405; UNIDADE BASICA DE SAUDE GUANABARA;2092
2745755; CS III DE PATROCINIO PAULISTA;2091
8885; UBS RECREIO DA BORDA DO CAMPO;2090
2032791; UBS VILA NUNES;2087
2040778; UBS CIDADE ARACY ERNESTO PEREIRA LOPES;2081
2062550; UBS 01 MARIA AUGUSTA PASSARELI CIDADE JARDIM BIRIGUI;2079
2053535; CENTRO DE SAUDE II DR ALCIDES FACUNDO ARROYO;2077
6332439; UBS JARDIM DAS FONTES;2074
3444929; UBS PARQUE DO HORTO ALLYSON HENRIQUE DE SOUZA DIAS;2073
6592635; VIGILANCIA EPIDEMIOLOGICA DE ITAQUAQUECETUBA;2070
2793474; UMSF JARDIM YOLANDA;2067
2086832; CENTRO DE SAUDE II DR JOAQUIM GRACIANO MADRUGA SAO SIMAO;2066
2049376; CS II PROFA SALETE A CICCONI MARCHI LEME;2065
2067056; UBS ANTONIO CARLOS FABRICIO ARARAS;2064
9001808; UBS FAZENDA RINCAO DE ARUJA;2059
2062178; UBS BEIJA FLOR;2059
398306; CLINICA SALTO SAUDE MOUTONNEE;2044
6873286; UBS JARDIM LAPENNA;2044
2047020; PM 01 VILA MATHIENSEN;2043
2054248; UNIDADE BASICA DE SAUDE MIROSAM;2042
9747346; UBS JULIO LIZART;2041
9003398; UBS DR GHAZI OSMAN BARACATI RHAZI UBS DONA AMELIA;2033
2746581; UBS III SANTA RITA II;2032
3219887; UBS CDHU PALANQUE;2031
2746573; USF DR FLAVIO PIOVESAN;2029
7344252; USF VILA DUTRA;2027
7056338; CLINICA SALTO SAUDE SAO GABRIEL;2022
9488588; UNIDADE BASICA DE SAUDE CENTRAL;2021
7828195; UNIDADE DE SAUDE DA FAMILIA IRMA GUILHERMINA;2020
2023741; CRMF CSII DR JOSE FERREIRA TELLES;2019
2751151; UBS II DE REGENTE FEIJO;2017
2787075; UBS GLEBA DO PESSEGO;2017
2043963; USAFA PEREQUE GUARUJA;2016
2705125; UNIDADE BASICA DE SAUDE SARAPIRANGA PACS;2014
2751208; UBS VEREADOR ANTONIO TEIXEIRA BATATA;2011
7024789; UNIDADE BASICA DE SAUDE V;2011
2063247; CMSC SANTA ANGELINA DR RAPHAEL SORBO;2008
2022834; CENTRO DE SAUDE VILA RICA;2008
2088290; VIGILANCIA SANITARIA ZOONOSES EPIDEMIOLOGICA MONGAGUA;2007
2041634; UBS III DE PARIQUERA ACU PARIQUERA ACU;2007
3007618; USF ROQUE DI MATTIA PIRASSUNUNGA;2007
2051605; CSF MORRO AZUL LIMEIRA;2006
7420404; USAFA JARDIM BRASIL GUSTAVO COELHO DE ALMEIDA GUARUJA;2005
3385116; CENTRO DE SAUDE VILA UNIAO;2002
9382933; UBS MARCELO GOES DE SOUZA;2001
3190188; CENTRO DE SAUDE PARQUE ITAJAI;1999
3550907; UBS VILA ITALIA;1998
2043904; MACRO III SANTA TEREZINHA;1997
2026597; UBS III AKIO NAKACHIMA;1995
2061155; PRONTO SOCORRO INFANTIL ENF JOAQUIM NOGUEIRA;1994
2036134; UBS VILA ALICE KATIA GONCALVES DOS S SIQUEIRA GUARUJA;1993
9001433; UBS ENFERMEIRO DIOMAR JOSE DOS SANTOS GLORIA III;1992
3568172; UBS DO CENTRO DE RIO GRANDE DA SERRA;1990
2052628; CENTRO DE SAUDE III DE ARANDU;1987
2074796; USF MAJUCA MACEDO ATIBAIA;1985
2075636; UBS DR ROMULO RIBEIRO DA COSTA CSE BARAO DE MAUA AEROPORTO;1983
2096676; UNIDADE DE SAUDE DA FAMILIA PARQUE ALIANCA;1981
2064464; USAFA VILA AUREA GUARUJA;1979
2067188; ESF DRA MARIA EUNICE DEL FIOL VALINHO TATUI SP;1976
2043270; UNIDADE BASICA DE SAUDE GENIRA PICCO ROCHA;1975
7645279; UBS SANTA PAULA;1975
2705176; UNIDADE DE SAUDE DA FAMILIA VILA ANA;1975
2087472; UNIDADE BASICA DE SAUDE VILA NOVA VOTORANTIM;1973
3016935; UBS JARDIM BANDEIRANTES;1972
2032422; UBS DR WANDERLEY VUOLO JARDIM TV;1971
2056879; UBS JARDIM PLANALTO;1971
2037602; UBS SANTA CRUZ;1969
2773341; UBS MARCELO PETEGROSSO PEREIRA;1966
2704897; UNIDADE BASICA DE SAUDE MARINGA PACS;1963
2024039; UBS PASTOR JOSE ROBERTO ROSSI;1958
2033380; CENTRO DE SAUDE III AFFONSO LUZZI SANTA CRUZ DAS PALMEIRAS;1956
2022788; CENTRO DE SAUDE PERSEU LEITE DE BARROS;1951
3817822; SAE BEBEDOURO SERVICO DE ASSISTENCIA ESPECIALIZADA;1950
2039508; UBS 05 LUIZ SALMERON LOPES SANTO ANTONIO BIRIGUI;1945
2701324; UNIDADE BASICA DE SAUDE APARECIDA;1940
2039109; CS II DE SANTA BRANCA BENEDITO MARCONDES;1939
2030829; UBS FIGUEIRAS SAO SEBASTIAO ROSANGELA AP NEGRAO SALGADO;1937
3393739; USF VIRGILIO VIEL;1935
2747081; CENTRO DE SAUDE II MATAO;1932
3473759; UBS RESIDENCIAL UNIAO;1932
2059738; USF VILA SAO JORGE E CANELEIRA;1931
2066807; PM 15 SAO DOMINGOS;1929
2087278; UBS SAO JOSE I;1929
2705117; UNIDADE BASICA DE SAUDE IVOTURUCAIA PACS;1929
2089831; CONSULTORIO MUNICIPAL DR JERONIMO FIGUEIRA DA COSTA NETO;1929
2028034; ESTRATEGIA DE SAUDE DA FAMILIA ZANAGA I;1922
2716224; CENTRO DE SAUDE II JOSEFA T BRAGA CENTRO ODONTO J BONIF;1922
3905268; ESF JARDIM AMERICA;1918
6281419; USF CENTRO;1917
2026511; UBS II EDERALDO A P MARQUES;1915
2784580; UNIDADE BASICA DE SAUDE DR SERGIO PIMENTA;1914
2032643; CENTRO DE SAUDE DIC I;1914
2705133; CLINICA DA FAMILIA NOVO HORIZONTE;1914
2030578; UBS DR ACIDINO DE ANDRADE SAO JOAO DA BOA VISTA;1910
2070723; UBS ZONA NORTE;1909
2773457; UBS JOSE PERETA VILA PERETA;1908
2087227; UBS VERA REGINA;1903
9650822; UNIDADE BASICA DE SAUDE ELIAS DAVID FERNANDES;1903
2039850; UBS MAIS CHACARAS REUNIDAS;1903
2040859; UBS IV COLINAS DA ANHANGUERA;1902
2065002; CENTRO DE SAUDE III EUFROZINA MARIA DE JESUS AGUAI;1901
2023938; UBS VINCE NEMETH;1901
2096757; UBS ENGENHEIRO SCHIMIT;1899
2047292; UBS DE VILA LIDIA DR SHIRLEY AGDA GARCIA BARROS;1898
4049268; USAFA TUDE BASTOS;1895
2024861; UNIDADE BASICA DE SAUDE AMADEU LESSI;1892
2033259; UBS I PADRE ANTONIO PUTTON COHAB I;1890
5289122; PSF NOVA CACAPAVA;1889
6032338; CENTRO DE SAUDE FERNANDA;1885
2773651; UBS ANTONIO NHAN;1885
2087561; UNIDADE BASICA DE SAUDE VILA GARCIA;1885
6032419; CENTRO DE SAUDE OZIEL;1883
2040603; UBS JD AMANDA I;1879
2063212; UNIDADE BASICA DE SAUDE DR WALTER PIMENTEL;1877
2051680; UBS CHICO MENDES;1872
9865438; USF MARIA INES PINTO DOS SANTOS;1872
2087510; UNIDADE BASICA DE SAUDE JARDIM CLARICE;1866
2773902; VIGILANCIA EPIDEMIOLOGICA DE FERRAZ DE VASCONCELOS;1865
2026414; UNIDADE BASICA DE SAUDE I;1865
9647198; UBS SANTA CLARA;1864
3007928; PENITENCIARIA I MIRANDOPOLIS NESTOR CANOA;1863
2067692; UBS MASSAGUACU CARAGUATATUBA;1861
2076349; CS II DR SEBASTIAO RIBEIRO DO VALLE;1859
7951094; USAFA ANTARTICA;1857
2048159; USF BRANCA FLOR;1856
7709188; UBS AREIAO;1855
2065320; ESF DR EDMUNDO ULSON ARARAS;1851
2054906; PROGRAMA MUNICIPAL DE SAUDE PPA MOCOCA;1851
2050900; UNIDADE BASICA DE SAUDE DR JOSE TOGEIRO DE ANDRADE;1849
29181; UBS JARDIM CIPRESTE;1849
2047187; UBS ANTONIO JOSE DA COSTA JARDIM SAO FRANCISCO AREA 5;1845
2092026; UNIDADE DE SAUDE DR PHEBO DE OLIVEIRA ROGE FERREIRA;1843
2057875; CENTRO DE SAUDE III DE DIVINOLANDIA;1840
3916308; UBS DRA ROSELI FOLCHINI BOROSS;1840
6502695; USF CASTELO;1840
2027763; POSTO DE SAUDE DA FAMILIA VILA ILZE;1830
2086700; UBS II DE JOANOPOLIS;1830
6879810; UBS NOVA ESPERANCA PAULISTANO II;1829
3552535; ESF ROSELI DE OLIVEIRA CAMARGO SANTA RITA TATUI SP;1828
2790203; UBS DR JOAQUIM CORTEGOSO;1827
3121135; UBS GRAFICOS;1825
9674942; UBS CHAPADAO MENDONCA;1824
4050398; UBS PASTORAL;1823
2025795; USAFA CARAGUAVA;1822
2752123; SAE DSTAIDS FIDELIS RIBEIRO;1819
2022796; CENTRO DE SAUDE JARDIM ESMERALDINA;1818
2751186; UBS II DR JOSE CARLOS MACUCO JANINI;1818
2055414; ESPACO SAUDE DRA CELILIA MAGALDI;1813
4049322; USAFA RIBEIROPOLIS;1813
3844358; UBS JARDIM PANORAMA;1813
2046059; CENTRO DE SAUDE DE LUCELIA;1810
2702045; UBS CENTRAL PITANGUEIRAS;1810
2040824; POSTO DE SAUDE DA FAMILIA CENTRO;1807
5469309; CENTRO DE SAUDE ESCOLA DR ANGELO MARCOLINI;1801
2031558; UBS DR JECY VILLELA DOS REIS MORADA DOS NOBRES;1799
2750376; CENTRO DE SAUDE III DE PANORAMA;1792
2089033; CENTRAL MUNICIP DE SAUDE DR EUCLIDES NERY JUNIOR PEDREIRA;1789
6332528; UBS VILA ROSCHEL;1789
2701391; UNIDADE BASICA DE SAUDE ESPLANADA;1786
7267800; USF JARDIM EUROPA;1786
2773449; UBS MARIA EDUARDA RIBEIRO DOMINGUES VILA SANTA HELENA;1785
2023458; CENTRO DE SAUDE SAO DOMINGOS;1782
2084945; UMSF ESPERANCA;1780
8016437; PENITENCIARIA ANTONIO SOUZA NETO DE SOROCABA;1780
2070995; UBS VILA APARECIDA ITAPEVA;1778
6382428; USF VEREADOR GREGORIO BONIFACIO DA SILVA;1772
2054256; USF ALEMOA E CHICO DE PAULA;1771
5466938; USF VILA REAL;1770
2891948; UBS GOLFINHOS VEREADOR JAMESON DUARTE CARAGUATATUBA;1767
6332501; UBS VILA MARCELO;1767
2039923; UBS DE TABAPUA;1763
2048760; UBS NOVA MARILIA;1758
5636876; UBS DR ALVARO DE OLIVEIRA PAIVA JARDIM PAIVA;1753
5691079; 2 POSTO SAUDE DA FAMILIA NASSIMA BUSSADA ROMERO;1752
2801116; UBS VILA SAO JOSE SAUDE DA FAMILIA;1750
4049306; USAFA MELVI;1750
2030284; CS II DR JOSE CARQUEIJO SCRPARDO;1749
2796007; UBS JOSE HAILTON DE CAMARGO;1748
2071975; UNIDADE BASICA DE SAUDE DR SIMAO GANDELMAN;1746
2064537; PAMO ESTIVA;1746
2022915; CENTRO DE SAUDE SAO VICENTE;1743
6032443; CENTRO DE SAUDE VILLAGE;1743
9429115; USF BELA VISTA DR ARINDAL CARNEIRO CESAR PIRES;1743
2083760; USF VILA GUILHERME;1741
2752115; SAE DST AIDS CIDADE LIDER II;1741
2023318; CENTRO DE SAUDE JARDIM SAO MARCOS;1740
3188965; UBS JARDIM PRIMAVERA;1739
2052369; UBS OSWALDO CRUZ VILA MARIANA;1734
3130711; UBS PIRATININGA;1732
2023172; CENTRO DE SAUDE JARDIM SANTA MONICA;1731
2025981; USF DR ALCIONE NASORRI SOLO SAGRADO;1731
2706105; UNIDADE BASICA DE SAUDE AFONSO NOBRE BAIA;1730
2773562; UBS ANTONIO AUGUSTO NUNES;1730
2806118; UBS ROQUE LINO DE CARVALHO;1728
3007952; PENITENCIARIA I DE HORTOLANDIA;1724
3568377; CENTRO DE TESTAGEM E ACONSELHAMENTO JOSE AVILA PEREIRA;1723
2773740; UBS VILA MORAES;1723
5882281; UBS JARDIM ELISA MARIA I;1719
9040064; ESF VIII DR JOAO CARVALHO AVARE;1716
3018458; PENITENCIARIA DR TARCIZO LEONCE PINHEIRO CINTRA;1716
3591042; UBS CARMENO NAGGHY JARDIM DAVILA;1715
2035294; UBS DR PAULO EMILIO DE OLIVEIRA AZEVEDO SJBVISTA;1715
2046482; UBS VILA MARGARIDA;1714
2087553; UNIDADE BASICA DE SAUDE JARDIM SERRANO;1713
6018912; UBS JARDIM EMBURA;1712
2773228; UBS VILA PILAR;1711
2050331; CMSC CECAP I DR RENATO GUIMARAES BASTOS;1710
2704862; UNIDADE BASICA DE SAUDE TARUMA;1707
2773767; USF NOVA JUNDIAPEBA;1707
3226336; UBS EUFRASIO PEREIRA COSTA;1706
2792222; UBS SAO LUCAS;1704
7520433; CENTRO DE SAUDE SAN MARTIN;1703
2746611; UBS III SANTA RITA;1702
3043584; UBS JDIM SOROCABA JOSE BARBOSA DA SILVA SEU ZEZINHO;1700
9156; UBS VILA NAIR;1700
8016461; PENITENCIARIA JAIRO DE ALMEIDA BUENO ITAPETININGA;1699
2053772; UBS SANTA ANTONIETA;1697
2068893; CENTRO DE SAUDE III DE ITIRAPINA;1696
2056240; UBS II DE ITARARE ITARARE SP;1695
2035812; UBS 07 SANTA TEREZINHA ITU;1695
3007316; CENTRO DE DETENCAO PROVISORIA I DE OSASCO;1695
2066262; UBS DR HELIO MIGLIARI;1695
3007901; PENITENCIARIA II DE MIRANDOPOLIS;1694
2081822; UNIDADE MISTA DE CANANEIA;1693
8400; UBS DR ADAUTO RIBEIRO;1693
9188304; CENTRO DE SAUDE E PA JARDIM CARANDA SOROCABA;1693
2061473; UNIDADE BASICA DE SAUDE DR PAULO PRATA;1691
2038943; UNIDADE BASICA DE SAUDE VILA MARGARIDA SAO VICENTE;1690
2773732; UBS VILA JUNDIAI;1686
2752522; POSTO DE SAUDE DE MAILASQUI SAO ROQUE;1685
2053314; UNIDADE BASICA DE SAUDE DR LOTFALLAH MIZIARA;1681
2088142; UBS SANTA CRUZ MOGI MIRIM;1679
2029227; UBS MORRO DO ALGODAO CARAGUATATUBA;1672
2040891; UBS OLIVIA MENDES MOSSIN SERTAOZINHO;1671
2788411; UBS SANTA MADALENA;1670
2879085; UNIDADE DE SAUDE DA FAMILIA TABOAO;1666
2065045; UBS II PARQUE CEDRAL DR ITALO HONORIO CERAVOLO;1665
2071436; UNIDADE BASICA DE SAUDE DR JOSE WENCESLAU JUNIOR;1664
5471362; ESF JARDIM YONEDA;1663
2033992; UBS DELTA PS DR LUIZ MAIA;1660
2033186; UBS PSF DR GILSON GIOVANNI;1657
2050625; USF MARIA ANTONIA;1656
2071193; UBS JARDIM AMERICA III;1656
6018939; UBS COLONIA;1654
6032605; CENTRO DE SAUDE CAMPO BELO;1652
3059693; PENITENCIARIA II DE HORTOLANDIA;1651
2049600; CTA CENTRO DE TESTAGEM E ACONSELHAMENTO;1650
9237; UBS VILA PAIVA;1649
2097036; AMBULATORIO DE DOENCAS CRONICAS TRANSMISSIVEIS;1644
2782855; PENITENCIARIA DE CASA BRANCA;1641
2029308; USF MARTINS FONTES;1641
2066343; UBS MARIA ANUNCIACAO ZENI CAPODEFERRO ATIBAIA;1639
7304250; ESF SEBASTIAO DE MACEDO;1638
2096803; UBS GONZAGA DE CAMPOS;1638
2688069; ESF PLANEJADA II;1637
9129855; UBS SHANGRILA ELLUS;1637
2097745; UBS PARAISO;1635
2750074; PSF SANTA MARGARIDA;1631
2064286; PSF DR ANTONIO PIRES DE ALMEIDA PORTO FELIZ;1631
9900861; UBS DR LUIZ GAETANI JARDIM CRISTO REDENTOR;1631
2055201; UBS OCTAVIO RASI;1630
5482879; UNIDADE BASICA DE SAUDE DRA SILVANA MARIA LABRONICI;1630
2050730; USF VILA POPULAR;1629
5309719; ESF CONTINENTAL SAO VICENTE;1628
2087456; UNIDADE BASICA DE SAUDE RIO ACIMA;1628
2030195; UBS II DOUTOR ORLANDO BERTOLLI;1626
2057905; USF JARDIM CRUZ ALTA;1625
4049373; USAFA MIRIM II;1624
2706091; UNIDADE BASICA DE SAUDE JOSE GRACIANO CORDEIRO FERREIRA;1623
2688689; SANTA CASA DE SAO PAULO HOSPITAL CENTRAL SAO PAULO;1618
4048296; UBS JARDIM PAULISTA;1617
2702568; UBS DO IPIRANGUINHA UBATUBA;1616
2028999; UBS CECAP II DR LUIS CANDIDO ALVES DE BATATAIS;1615
2050951; UBS RIBEIRO;1615
7489390; UBS MONTANHAO;1615
2046334; UBS BAIRRO DA CRUZ;1614
2071762; AMBULATORIO DE REFERENCIAS E ESPECIALIDADES;1613
2086247; ESF OTHONIEL CERQUEIRA LUZ CDHU TATUI SP;1613
9881255; UBS JARDIM PETROPOLIS;1612
2704811; UNIDADE BASICA DE SAUDE RUI BARBOSA;1611
9294481; CENTRO DE SAUDE SAN DIEGO;1608
2072688; UBS CENTRO REGISTRO;1607
2095726; AMBULATORIO DE ESPECIALIDADES DR ORLANDO GARCIA JUNQUEIRA;1603
3054063; UBS CRUZADO SYLVIA AUGUSTA DOS SANTOS;1602
2026031; USF DR JOSE ROCHA JD GAVIOLI;1601
2061147; USF ERNESTO CHE GUEVARA CASA GRANDE;1601
2035944; UNIDADE BASICA DE SAUDE DR CARLOS PERES;1599
9504; UBS SAO JUDAS TADEU;1598
7967063; CENTRO DE PROGRESSAO PENITENCIARIA DE PORTO FELIZ;1597
3042294; USAFA QUIETUDE;1597
2750368; CENTRO DE SAUDE III QUATA;1596
2062666; CENTRO DE SAUDE III DR WILSON MARTINS LARA TAMBAU;1594
2096706; UNIDADE DE SAUDE DA FAMILIA IV DIVISAO;1593
2047810; CENTRO DE SAUDE III TAPIRAI;1593
2083744; USF DO JARDIM ROSAS;1591
2750317; C S DR JOSE A NOGUEIRA ESF I ROSIMAR DE ARAUJO FRANCO;1589
2033275; ESF RIO BRANCO II E III SAO VICENTE;1589
9190600; UNIDADE DE SAUDE DA FAMILIA ITAGUAI;1588
5731933; UNIDADE DE SAUDE DA FAMILIA TARCISIO BARINI;1584
2030098; ESF DR DALILLO BISCEGLI;1580
2038234; CENTRO DE SAUDE II DE POTIRENDABA CESARINO BENFATTI;1580
7910347; CENTRO DE REFERENCIA DA MULHER E DA CRIANCA LEILA A SALEH;1579
7256353; UNIDADE BASICA DE SAUDE ADILSON GOMES DE SA;1579
2033038; CS DE BALSAMO;1578
2028778; UBS BRABANCIA AVARE;1577
2047721; UBS DR ADALBERTO ARIANO CRESPO;1577
2773430; UBS JOSE MASSA VILA JAU;1577
2043734; USF SAO MIGUEL;1576
2086484; UMSF JARDIM DO VALE;1572
2914190; UBS JARDIM ALZIRA FRANCO;1570
5007461; UBS PSF JARDIM BETO SPANA;1569
2792591; CENTRO DE SAUDE III DE LAGOINHA;1568
9083; UBS JARDIM TELESPARK;1562
2090996; UBS BAIRRO ALTO MATAO;1561
5501083; UBS CAMBARA;1560
4049292; USAFA SAO JORGE;1560
2073420; PSF JARDIM BRASIL;1556
2063468; CENTRO DE SAUDE JOAO XXIII;1556
2023369; CENTRO DE SAUDE PARQUE FLORESTA;1554
2793512; UNIDADE MISTA DE SAUDE DE DUMONT;1554
2024888; ESTRATEGIA DE SAUDE DA FAMILIA ANTONIO RICARDO BENATTI;1551
2746603; UBS VILA HELENA;1549
9986898; UBS ELISA MARIA II DR CAMILO CRISTOFARO MARTINS;1549
8016577; PENIT JOSE PARADA NETO PI GUARULHOS;1546
2057883; UBS CENTRO OESTE;1546
7794444; USF DO VILAREJO IRMAOS BRUNO E PHELIPE ZACCHI SPINA;1545
2096358; UBS PASCOALINA MANGILI TOMAZETTI V SAO PEDRO E S PINHAL SP;1545
2039168; CONSULTORIO MUNICIPAL DR DANILO ALBERTO V MEDEIROS;1544
2698366; CENTRO DE SAUDE II DR JOSE DA SILVA GUERRA;1541
133035; CENTRO INTEGRADO DE SAUDE;1540
2787547; UBS JARDIM KERALUX;1539
2059207; UBS PLANALTO;1536
2024136; UNIDADE BASICA DE SAUDE VILA SAO BENEDITO PINDAMONHANGABA;1536
2033682; UBS GUACU MIRIM;1534
5856620; UBS VILA NOVA APARECIDA;1533
2049341; PSF DR FRANCISCO MOREIRA JUNIOR PORTO FELIZ;1531
2765977; UNIDADE MISTA DE TAIACU;1531
3770834; UNIDADE BASICA DE SAUDE VICENTE DE CARVALHO II;1528
2057964; UBS DO BAIRRO PORTAL SANTA FE;1526
2716879; PENITENCIARIA DE MARILIA SP;1526
2092425; CENTRO DE SAUDE DE CHAVANTES;1526
2823934; PENITENCIARIA VALENTIM ALVES DA SILVA ALVARO DE CARVALHO;1525
4049357; USAFA VILA SONIA;1525
2032198; UBS DR AMADO GONCALVES DOS SANTOS SAO JOAO DA BOA VISTA;1524
3788474; UNIDADE BASICA DE SAUDE PARQUE SAO VICENTE SAO VICENTE;1523
2049104; UBS AEROPORTO III;1521
2025868; ESF X DR FRANCISCO TOURINHO;1518
2088134; UBS SANTA CLARA MOGI MIRIM;1518
9199; UBS JARDIM NOVA DETROIT;1518
2787954; UBS J VITORIA;1517
